ClienteID,NombreCliente,TipoCliente,Provincia,Ciudad,Segmento,FechaAlta
712,Cliente 712,Productor,Sgo.,Bandera,Mediano productor,2024-08-14
713,Cliente 713,Productor,sgo del estero,Quimilí,Contratista,2024-05-10
714,Cliente 714,Productor,santa fe,Rafaela,Pequeño productor,2024-08-06
715,Cliente 715,Empresa Agro,Sal Ta,Metán,Pequeño productor,2024-04-15
716,Cliente 716,Contratista,Salta,Güemes,Contratista,2024-03-16
717,Cliente 717,Productor,salta,Metán,Contratista,2024.05.26
718,Cliente 718,Empresa Agro,Santa Fe,Rosario,Pequeño productor,2024-07-19
719,Cliente 719,Contratista,Cordoba,Río Cuarto,Pequeño productor,2024-09-21
720,Cliente 720,Contratista,Santiago del Estero,Bandera,Mediano productor,s/d
721,Cliente 721,Productor,Chaco,Villa Ángela,Gran productor,2024-12-25
722,Cliente 722,Contratista,Salta,Metán,Mediano productor,2024-08-27
723,Cliente 723,Productor,Salta,Güemes,Gran productor,2024-08-09
724,Cliente 724,Productor,Córdoba,Villa María,Mediano productor,2024.04.26
725,Cliente 725,Empresa Agro,Santa fé,Rosario,Mediano productor,2024-12-17
726,Cliente 726,Contratista,CBA,Villa María,Gran productor,s/d
727,Cliente 727,Productor,sgo del estero,Bandera,Gran productor,2024-12-06
728,Cliente 728,Contratista,Santiago del Estero,Quimilí,Mediano productor,2024-03-20
729,Cliente 729,Empresa Agro,Sal Ta,Güemes,Gran productor,2024-08-16
730,Cliente 730,Productor,Santiago del Estero,Bandera,Gran productor,2024-08-24
731,Cliente 731,Empresa Agro,Santa Fe,Rosario,Gran productor,s/d
732,Cliente 732,Empresa Agro,Córdoba,Río Cuarto,,s/d
733,Cliente 733,Productor,salta,Güemes,Contratista,2024.05.20
734,Cliente 734,Contratista,Salta,Metán,Pequeño productor,2024-10-15
735,Cliente 735,Empresa Agro,Santa Fe,Rafaela,Contratista,2024.05.01
736,Cliente 736,Empresa Agro,Córdoba,Villa María,Gran productor,2024-04-09
737,Cliente 737,Productor,Córdoba,Villa María,Mediano productor,2024-10-27
738,Cliente 738,Productor,Chaco,Charata,Mediano productor,2024-12-09
739,Cliente 739,Contratista,Salta,Güemes,Pequeño productor,2024-03-16
740,Cliente 740,Empresa Agro,sgo del estero,Bandera,Contratista,s/d
741,Cliente 741,Empresa Agro,Chaco,Charata,Pequeño productor,2024-05-31
742,Cliente 742,Empresa Agro,Santa Fe,Rafaela,Contratista,2024.05.14
743,Cliente 743,Empresa Agro,Chaco,Resistencia,Mediano productor,2024-12-22
744,Cliente 744,Contratista,Córdoba,Río Cuarto,,2024-03-07
745,Cliente 745,Contratista,salta,Metán,Gran productor,2024-08-23
746,Cliente 746,Productor,Santiago del Estero,Bandera,Gran productor,2024-12-19
747,Cliente 747,Productor,chaco,Villa Ángela,,2024-04-10
748,Cliente 748,Productor,CHAco,Resistencia,Mediano productor,2024-04-17
749,Cliente 749,Contratista,Santiago del Estero,Bandera,Gran productor,2024-08-23
750,Cliente 750,Contratista,sgo del estero,Bandera,Pequeño productor,2024-02-20
751,Cliente 751,Empresa Agro,Chaco,Charata,Mediano productor,2024-01-04
752,Cliente 752,Contratista,Córdoba,Río Cuarto,Gran productor,2024-11-25
753,Cliente 753,Productor,Salta,Güemes,Gran productor,2024.02.10
754,Cliente 754,Contratista,Salta,Güemes,Contratista,2024-06-28
755,Cliente 755,Empresa Agro,Santiago del Estero,Bandera,contratista,2024-08-31
756,Cliente 756,Productor,Chaco,Resistencia,Contratista,2024-05-19
757,Cliente 757,Empresa Agro,cordoba,Villa María,Contratista,2024-12-04
758,Cliente 758,Contratista,Santa Fe,Rafaela,Pequeño productor,2024-08-09
759,Cliente 759,Productor,Salta,Güemes,Mediano productor,2024-10-26
760,Cliente 760,Productor,sgo del estero,Bandera,Gran productor,2024-03-25
761,Cliente 761,Empresa Agro,Córdoba,Villa María,,2024-05-22
762,Cliente 762,Productor,SANTIAGO,Bandera,Pequeño productor,2024-05-29
763,Cliente 763,Productor,Santiago del Estero,Bandera,Gran productor,s/d
764,Cliente 764,Productor,Córdoba,Villa María,Mediano productor,s/d
765,Cliente 765,Contratista,Sta Fe,Rosario,Contratista,2024-04-30
766,Cliente 766,Contratista,Santa Fe,Rafaela,Mediano productor,2024-01-20
767,Cliente 767,Contratista,Salta,Metán,Pequeño productor,2024-12-15
768,Cliente 768,Empresa Agro,sgo del estero,Bandera,Gran productor,2024-08-08
769,Cliente 769,Empresa Agro,Santa fé,Rosario,Mediano productor,s/d
770,Cliente 770,Contratista,Sta Fe,Rafaela,Pequeño productor,2024-06-17
771,Cliente 771,Empresa Agro,Sgo.,Quimilí,Pequeño productor,2024-05-28
772,Cliente 772,Empresa Agro,Córdoba,Río Cuarto,Pequeño productor,2024-03-25
773,Cliente 773,Productor,Chaco,Charata,Mediano productor,2024-02-25
774,Cliente 774,Productor,Chaco,Villa Ángela,Contratista,2024-06-01
775,Cliente 775,Empresa Agro,Sgo.,Quimilí,Pequeño productor,2024-11-23
776,Cliente 776,Empresa Agro,CHAco,Charata,Pequeño productor,2024-07-25
777,Cliente 777,Empresa Agro,Córdoba,Villa María,Pequeño productor,2024-11-27
778,Cliente 778,Contratista,Salta,Güemes,Pequeño productor,2024-06-19
779,Cliente 779,Contratista,salta,Metán,Mediano productor,2024-08-13
780,Cliente 780,Contratista,Córdoba,Río Cuarto,Gran productor,2024-07-14
781,Cliente 781,Productor,Santa Fe,Rosario,Pequeño productor,2024-10-11
782,Cliente 782,Contratista,Salta,Güemes,Contratista,2024-08-12
783,Cliente 783,Contratista,Santa Fe,Rosario,Mediano productor,2024-10-21
784,Cliente 784,Productor,Sal Ta,Güemes,Mediano productor,2024-03-27
785,Cliente 785,Contratista,Santa Fe,Rafaela,Mediano productor,2024-07-01
786,Cliente 786,Empresa Agro,Chaco,Resistencia,Contratista,2024-05-26
787,Cliente 787,Productor,Santiago del Estero,Bandera,Mediano productor,2024-07-02
788,Cliente 788,Contratista,Santa fé,Rosario,Pequeño productor,s/d
789,Cliente 789,Productor,CBA,Villa María,Pequeño productor,2024-03-25
790,Cliente 790,Empresa Agro,CBA,Villa María,Contratista,2024-01-20
791,Cliente 791,Productor,Córdoba,Villa María,Gran productor,2024-12-23
792,Cliente 792,Productor,Córdoba,Villa María,Gran productor,s/d
793,Cliente 793,Productor,Sal Ta,Metán,Contratista,s/d
794,Cliente 794,Empresa Agro,Chaco,Resistencia,Mediano productor,2024.03.02
795,Cliente 795,Contratista,Santa Fe,Rafaela,Mediano productor,2024-12-03
796,Cliente 796,Productor,Córdoba,Río Cuarto,,2024-05-14
797,Cliente 797,Productor,chaco,Villa Ángela,Contratista,2024-11-30
798,Cliente 798,Contratista,Córdoba,Río Cuarto,Pequeño productor,2024-09-18
799,Cliente 799,Empresa Agro,Santa Fe,Rosario,Contratista,2024-03-19
800,Cliente 800,Productor,cordoba,Río Cuarto,Pequeño productor,2024-04-11
801,Cliente 801,Productor,Salta,Metán,Pequeño productor,2024-07-27
802,Cliente 802,Empresa Agro,Chaco,Resistencia,Contratista,2024.10.25
803,Cliente 803,Empresa Agro,Santiago del Estero,Quimilí,,2024-06-20
804,Cliente 804,Empresa Agro,Santa fé,Rafaela,Contratista,2024-04-05
805,Cliente 805,Contratista,Santa fé,Rosario,Pequeño productor,2024-12-13
806,Cliente 806,Productor,Santiago del Estero,Quimilí,Mediano productor,2024.02.27
807,Cliente 807,Productor,Santiago del Estero,Bandera,Mediano productor,2024-11-23
808,Cliente 808,Productor,salta,Güemes,Contratista,2024-08-28
809,Cliente 809,Contratista,Sta Fe,Rosario,Contratista,2024-01-07
810,Cliente 810,Contratista,chaco,Charata,Gran productor,2024-01-11
811,Cliente 811,Contratista,Salta,Metán,Pequeño productor,2024-07-06
812,Cliente 812,Productor,salta,Güemes,Contratista,2024-02-22
813,Cliente 813,Productor,Salta,Güemes,Mediano productor,2024.04.13
814,Cliente 814,Contratista,salta,Güemes,Mediano productor,2024-11-05
815,Cliente 815,Contratista,Santiago del Estero,Bandera,Pequeño productor,s/d
816,Cliente 816,Productor,Chaco,Resistencia,Gran productor,2024-06-13
817,Cliente 817,Productor,CBA,Villa María,Pequeño productor,s/d
818,Cliente 818,Productor,Córdoba,Villa María,Mediano productor,2024.05.20
819,Cliente 819,Empresa Agro,Chcao,Resistencia,Gran productor,s/d
820,Cliente 820,Productor,Santiago del Estero,Bandera,Gran productor,2024-09-14
821,Cliente 821,Contratista,Salta,Güemes,Contratista,2024-04-21
822,Cliente 822,Contratista,Córdoba,Río Cuarto,Pequeño productor,2024-01-04
823,Cliente 823,Productor,Córdoba,Río Cuarto,,2024-05-12
824,Cliente 824,Productor,Chaco,Charata,Gran productor,2024-07-20
825,Cliente 825,Contratista,Santa Fe,Rafaela,Mediano productor,2024-04-12
826,Cliente 826,Empresa Agro,Córdoba,Villa María,,2024-02-03
827,Cliente 827,Empresa Agro,Córdoba,Villa María,Contratista,2024.04.15
828,Cliente 828,Contratista,Sta Fe,Rosario,Contratista,2024-10-15
829,Cliente 829,Productor,Córdoba,Río Cuarto,,2024-11-06
830,Cliente 830,Empresa Agro,Santa Fe,Rafaela,Contratista,2024-12-03
831,Cliente 831,Contratista,Santa fé,Rafaela,Gran productor,2024-07-22
832,Cliente 832,Productor,Chaco,Villa Ángela,Pequeño productor,2024-03-30
833,Cliente 833,Empresa Agro,Chaco,Charata,Pequeño productor,s/d
834,Cliente 834,Contratista,Córdoba,Villa María,Mediano productor,2024.09.23
835,Cliente 835,Empresa Agro,Santiago del Estero,Quimilí,Mediano productor,2024-01-08
836,Cliente 836,Contratista,Chaco,Charata,Pequeño productor,2024-07-21
837,Cliente 837,Contratista,Santa Fe,Rafaela,Mediano productor,2024-10-16
838,Cliente 838,Empresa Agro,Santa fé,Rafaela,Mediano productor,2024.07.04
839,Cliente 839,Contratista,Santa fé,Rosario,Gran productor,2024-11-06
840,Cliente 840,Productor,Chaco,Charata,Mediano productor,2024.05.23
841,Cliente 841,Contratista,Santiago del Estero,Quimilí,Gran productor,2024-09-25
842,Cliente 842,Empresa Agro,Salta,Güemes,Contratista,2024.05.14
843,Cliente 843,Contratista,CBA,Villa María,Gran productor,2024-06-03
844,Cliente 844,Contratista,salta,Güemes,Mediano productor,2024-09-19
845,Cliente 845,Productor,Santiago del Estero,Quimilí,Pequeño productor,2024-10-17
846,Cliente 846,Empresa Agro,Salta,Güemes,Gran productor,2024-12-15
847,Cliente 847,Contratista,Santa fé,Rosario,Gran productor,2024-08-01
848,Cliente 848,Productor,Chaco,Villa Ángela,Pequeño productor,2024-08-18
849,Cliente 849,Empresa Agro,Santa fé,Rafaela,Contratista,s/d
850,Cliente 850,Contratista,Santa fé,Rosario,Pequeño productor,2024-01-04
851,Cliente 851,Productor,santa fe,Rafaela,Pequeño productor,2024-05-26
852,Cliente 852,Contratista,Santa Fe,Rafaela,Mediano productor,s/d
853,Cliente 853,Empresa Agro,Santa fé,Rosario,Mediano productor,2024-09-05
854,Cliente 854,Empresa Agro,Córdoba,Río Cuarto,Gran productor,2024.10.29
855,Cliente 855,Contratista,Chaco,Resistencia,Gran productor,2024.03.14
856,Cliente 856,Contratista,Salta,Güemes,Contratista,2024-01-05
857,Cliente 857,Empresa Agro,Chaco,Charata,Pequeño productor,2024-10-11
858,Cliente 858,Productor,Córdoba,Río Cuarto,Pequeño productor,2024-10-14
859,Cliente 859,Productor,Córdoba,Río Cuarto,,2024-07-11
860,Cliente 860,Productor,Córdoba,Río Cuarto,Pequeño productor,2024-05-12
861,Cliente 861,Contratista,Santa Fe,Rafaela,Mediano productor,2024-08-20
862,Cliente 862,Productor,santa fe,Rafaela,Mediano productor,2024-08-23
863,Cliente 863,Empresa Agro,Santiago del Estero,Quimilí,Pequeño productor,2024-11-27
864,Cliente 864,Productor,sgo del estero,Bandera,Gran productor,2024-04-06
865,Cliente 865,Empresa Agro,SANTIAGO,Bandera,Contratista,2024-10-12
866,Cliente 866,Empresa Agro,Salta,Güemes,Gran productor,2024-07-30
867,Cliente 867,Productor,Córdoba,Villa María,Mediano productor,s/d
868,Cliente 868,Productor,Sta Fe,Rafaela,,2024-03-20
869,Cliente 869,Empresa Agro,Córdoba,Río Cuarto,Gran productor,s/d
870,Cliente 870,Empresa Agro,Sal Ta,Güemes,Gran productor,2024.06.30
871,Cliente 871,Contratista,Cordoba,Río Cuarto,Pequeño productor,2024-04-14
872,Cliente 872,Empresa Agro,Córdoba,Villa María,Pequeño productor,2024-03-11
873,Cliente 873,Contratista,santa fe,Rafaela,Gran productor,2024-05-28
874,Cliente 874,Productor,Salta,Metán,Contratista,2024-07-25
875,Cliente 875,Empresa Agro,Santa Fe,Rafaela,Pequeño productor,2024-04-11
876,Cliente 876,Empresa Agro,Santa Fe,Rosario,Mediano productor,2024-03-05
877,Cliente 877,Empresa Agro,Chaco,Resistencia,Pequeño productor,2024-07-31
878,Cliente 878,Contratista,Salta,Güemes,Contratista,2024.04.08
879,Cliente 879,Productor,SANTIAGO,Bandera,Gran productor,2024-09-23
880,Cliente 880,Empresa Agro,Salta,Güemes,Contratista,2024.08.18
881,Cliente 881,Productor,Salta,Metán,Mediano productor,s/d
882,Cliente 882,Productor,sgo del estero,Bandera,Mediano productor,2024-03-08
883,Cliente 883,Productor,Santa fé,Rafaela,Mediano productor,2024-05-12
884,Cliente 884,Productor,sgo del estero,Quimilí,Contratista,2024.11.06
885,Cliente 885,Productor,Salta,Güemes,Mediano productor,2024-12-19
886,Cliente 886,Empresa Agro,Santa fé,Rafaela,Contratista,2024-04-27
887,Cliente 887,Empresa Agro,Córdoba,Villa María,Contratista,2024-09-22
888,Cliente 888,Empresa Agro,Santa Fe,Rosario,Contratista,s/d
889,Cliente 889,Empresa Agro,Santiago del Estero,Bandera,Mediano productor,2024-04-03
890,Cliente 890,Contratista,Sgo.,Bandera,,2024-05-18
891,Cliente 891,Empresa Agro,Sgo.,Quimilí,Pequeño productor,2024-08-14
892,Cliente 892,Contratista,salta,Metán,Mediano productor,2024-03-29
893,Cliente 893,Empresa Agro,Santiago del Estero,Quimilí,Gran productor,2024-06-26
894,Cliente 894,Empresa Agro,Chcao,Resistencia,Contratista,2024-02-07
895,Cliente 895,Empresa Agro,Santa Fe,Rosario,Contratista,2024-06-27
896,Cliente 896,Productor,Cordoba,Río Cuarto,Gran productor,2024-01-03
897,Cliente 897,Productor,Santiago del Estero,Bandera,Pequeño productor,2024.05.23
898,Cliente 898,Empresa Agro,Chcao,Villa Ángela,Pequeño productor,2024-06-26
899,Cliente 899,Contratista,Santa Fe,Rafaela,Mediano productor,2024-06-28
900,Cliente 900,Contratista,Santiago del Estero,Bandera,Mediano productor,2024.01.10
901,Cliente 901,Contratista,Chaco,Resistencia,Gran productor,2024-01-22
902,Cliente 902,Productor,Salta,Metán,Mediano productor,2024-04-13
903,Cliente 903,Empresa Agro,salta,Güemes,Prod.,2024-07-23
904,Cliente 904,Contratista,SANTIAGO,Bandera,Pequeño productor,2024-04-04
905,Cliente 905,Empresa Agro,Santa Fe,Rafaela,Pequeño productor,2024-01-28
906,Cliente 906,Empresa Agro,Córdoba,Villa María,Gran productor,2024-05-25
907,Cliente 907,Contratista,Chaco,Resistencia,Mediano productor,2024-07-27
908,Cliente 908,Contratista,Cordoba,Río Cuarto,Contratista,2024-08-14
909,Cliente 909,Productor,SANTIAGO,Bandera,Pequeño productor,2024.05.15
910,Cliente 910,Contratista,Chaco,Charata,Gran productor,2024-12-21
911,Cliente 911,Empresa Agro,Chaco,Charata,Gran productor,s/d
912,Cliente 912,Empresa Agro,Córdoba,Villa María,Gran productor,2024-05-21
913,Cliente 913,Contratista,Sal Ta,Metán,Contratista,2024-07-29
914,Cliente 914,Empresa Agro,Sal Ta,Metán,Prod.,s/d
915,Cliente 915,Contratista,Sal Ta,Güemes,Contratista,2024-04-04
916,Cliente 916,Empresa Agro,Córdoba,Villa María,Gran productor,2024-12-20
917,Cliente 917,Contratista,Santa Fe,Rafaela,Mediano productor,2024-03-08
918,Cliente 918,Empresa Agro,Córdoba,Río Cuarto,,2024-01-30
919,Cliente 919,Productor,SANTIAGO,Bandera,Pequeño productor,2024-07-28
920,Cliente 920,Contratista,Santiago del Estero,Quimilí,Mediano productor,2024.10.30
921,Cliente 921,Productor,Santiago del Estero,Bandera,Gran productor,2024.01.24
922,Cliente 922,Contratista,chaco,Charata,Gran productor,2024.02.19
923,Cliente 923,Empresa Agro,Chcao,Charata,Contratista,2024-07-10
924,Cliente 924,Empresa Agro,Chcao,Charata,Contratista,2024-03-14
925,Cliente 925,Productor,Chaco,Villa Ángela,Pequeño productor,2024.03.01
926,Cliente 926,Empresa Agro,salta,Metán,Gran productor,2024.03.02
927,Cliente 927,Productor,Córdoba,Villa María,Mediano productor,2024-04-12
928,Cliente 928,Empresa Agro,Córdoba,Río Cuarto,Pequeño productor,2024-09-06
929,Cliente 929,Contratista,Chaco,Resistencia,Mediano productor,2024-01-20
930,Cliente 930,Productor,Santiago del Estero,Quimilí,Contratista,2024-10-23
931,Cliente 931,Empresa Agro,Córdoba,Río Cuarto,Gran productor,2024-10-31
932,Cliente 932,Productor,Córdoba,Villa María,Mediano productor,2024-12-23
933,Cliente 933,Empresa Agro,Santa Fe,Rafaela,Pequeño productor,s/d
934,Cliente 934,Empresa Agro,Salta,Güemes,Pequeño productor,2024-07-07
935,Cliente 935,Contratista,sgo del estero,Quimilí,Mediano productor,2024-06-12
936,Cliente 936,Empresa Agro,cordoba,Villa María,Pequeño productor,2024-11-18
937,Cliente 937,Empresa Agro,Córdoba,Río Cuarto,Pequeño productor,2024.12.04
938,Cliente 938,Empresa Agro,Córdoba,Villa María,Pequeño productor,2024-03-22
939,Cliente 939,Contratista,Cordoba,Río Cuarto,Gran productor,2024-10-19
940,Cliente 940,Productor,Chaco,Charata,Contratista,2024-02-10
941,Cliente 941,Contratista,Salta,Güemes,Contratista,2024-08-26
942,Cliente 942,Contratista,Santa Fe,Rosario,Pequeño productor,2024-07-15
943,Cliente 943,Productor,Córdoba,Río Cuarto,Pequeño productor,2024-06-25
944,Cliente 944,Empresa Agro,Santa fé,Rafaela,Contratista,2024-09-03
945,Cliente 945,Empresa Agro,cordoba,Villa María,Contratista,2024-12-06
946,Cliente 946,Productor,Córdoba,Villa María,Gran productor,2024-03-21
947,Cliente 947,Empresa Agro,Córdoba,Río Cuarto,Pequeño productor,2024-08-18
948,Cliente 948,Productor,CHAco,Resistencia,Mediano productor,2024-02-12
949,Cliente 949,Contratista,Santiago del Estero,Bandera,Pequeño productor,2024.01.10
950,Cliente 950,Productor,Santiago del Estero,Quimilí,Mediano productor,2024-08-20
951,Cliente 951,Productor,Santiago del Estero,Bandera,Contratista,2024-04-29
952,Cliente 952,Empresa Agro,Córdoba,Villa María,Contratista,2024-06-26
953,Cliente 953,Contratista,santa fe,Rosario,Contratista,2024-07-16
954,Cliente 954,Productor,Santiago del Estero,Bandera,Gran productor,2024-08-16
955,Cliente 955,Empresa Agro,sgo del estero,Bandera,Mediano productor,2024.05.10
956,Cliente 956,Contratista,SANTIAGO,Quimilí,Mediano productor,2024-04-21
957,Cliente 957,Productor,salta,Güemes,Contratista,2024.06.20
958,Cliente 958,Productor,CHAco,Charata,Pequeño productor,2024-12-05
959,Cliente 959,Productor,Córdoba,Villa María,Prod.,s/d
960,Cliente 960,Empresa Agro,Córdoba,Río Cuarto,Gran productor,s/d
961,Cliente 961,Contratista,Salta,Güemes,Contratista,2024-03-12
962,Cliente 962,Empresa Agro,cordoba,Villa María,Contratista,2024.11.07
963,Cliente 963,Productor,Chaco,Resistencia,Pequeño productor,2024-08-03
964,Cliente 964,Productor,CHAco,Resistencia,Mediano productor,2024-01-05
965,Cliente 965,Productor,Córdoba,Villa María,Mediano productor,2024-10-07
966,Cliente 966,Productor,Sal Ta,Güemes,Contratista,2024.11.12
967,Cliente 967,Productor,Santiago del Estero,Bandera,Mediano productor,2024-12-19
968,Cliente 968,Productor,Chaco,Resistencia,Pequeño productor,2024-01-21
969,Cliente 969,Contratista,Córdoba,Villa María,Mediano productor,2024-08-08
970,Cliente 970,Empresa Agro,Salta,Metán,Mediano productor,2024-05-13
971,Cliente 971,Empresa Agro,Santa Fe,Rosario,Contratista,2024.12.01
972,Cliente 972,Contratista,Chaco,Villa Ángela,Pequeño productor,s/d
973,Cliente 973,Contratista,Salta,Metán,Pequeño productor,2024-01-04
974,Cliente 974,Productor,Sal Ta,Metán,Contratista,2024-06-17
975,Cliente 975,Empresa Agro,Córdoba,Villa María,Contratista,s/d
976,Cliente 976,Contratista,Salta,Metán,Contratista,2024-09-04
977,Cliente 977,Contratista,cordoba,Río Cuarto,,2024-09-04
978,Cliente 978,Empresa Agro,Córdoba,Río Cuarto,,2024.08.10
979,Cliente 979,Productor,SANTIAGO,Bandera,Gran productor,2024-05-20
980,Cliente 980,Empresa Agro,Córdoba,Río Cuarto,Pequeño productor,2024-08-16
981,Cliente 981,Empresa Agro,Córdoba,Río Cuarto,Pequeño productor,2024-02-24
982,Cliente 982,Empresa Agro,Chaco,Charata,Gran productor,s/d
983,Cliente 983,Productor,CBA,Villa María,Pequeño productor,s/d
984,Cliente 984,Contratista,Salta,Metán,Pequeño productor,2024-01-16
985,Cliente 985,Productor,chaco,Resistencia,Pequeño productor,2024-02-23
986,Cliente 986,Productor,Salta,Metán,Mediano productor,2024-09-06
987,Cliente 987,Productor,Sal Ta,Güemes,Contratista,2024-06-06
988,Cliente 988,Empresa Agro,Santa Fe,Rafaela,Pequeño productor,2024-08-07
989,Cliente 989,Empresa Agro,Santiago del Estero,Quimilí,,2024-04-14
990,Cliente 990,Contratista,Chaco,Resistencia,Gran productor,2024-05-22
991,Cliente 991,Productor,Córdoba,Villa María,Pequeño productor,2024-02-17
992,Cliente 992,Productor,Santa Fe,Rafaela,,2024-06-03
993,Cliente 993,Contratista,Sta Fe,Rafaela,Pequeño productor,2024-08-10
994,Cliente 994,Productor,salta,Güemes,Contratista,2024-02-16
995,Cliente 995,Empresa Agro,Córdoba,Villa María,Contratista,2024-10-04
996,Cliente 996,Productor,Chaco,Villa Ángela,Pequeño productor,s/d
997,Cliente 997,Productor,Santiago del Estero,Quimilí,Mediano productor,2024-11-25
998,Cliente 998,Productor,Santiago del Estero,Bandera,Gran productor,2024-11-17
999,Cliente 999,Empresa Agro,chaco,Charata,Pequeño productor,2024-11-10
1000,Cliente 1000,Empresa Agro,Santiago del Estero,Quimilí,Gran productor,2024-07-09
