VentaID,FechaVenta,ClienteID,EmpleadoID,SucursalID,ProductoID,Cantidad,PrecioUnitario,ImporteTotal,CanalVenta,MedioPago,Moneda,Year,Month
5216,2024-04-29,301,54,2,1219,5,5504830,27524150,Mostrador,Transferencia,ARS,2024,4
5217,2023-12-16,279,57,4,1110,4,1879200,7516800,Mostrador,Transferencia,USD,2023,12
5218,2024-09-23,958,15,1,1254,1,370790,370790,Mostrador,Cheque,USD,2024,9
5219,2023-09-08,290,20,1,1188,1,3501280,3501280,Mostrador,Cheque,USD,2023,9
5220,2023-03-06,21,32,1,1031,1,340020,340020,Online,Tarjeta débito,ARS,2023,3
5221,2023-11-07,137,38,4,1259,5,283870,1419350,Campo,Efectivo,ARS,2023,11
5222,2023-12-25,369,33,4,1163,5,5467910,27339550,Campo,Transferencia,ARS,2023,12
5223,2023-07-04,10,4,4,1204,2,138990,277980,Campo,Transferencia,ARS,2023,7
5224,2023-11-22,308,53,4,1249,4,2973380,11893520,Campo,Transferencia,USD,2023,11
5225,2023-12-04,45,2,1,1071,1,275950,275950,Campo,Cheque,ARS,2023,12
5226,2023-03-04,249,19,1,1202,1,74620,74620,Online,Tarjeta crédito,USD,2023,3
5227,2024-04-01,30,52,1,1056,1,2053490,2053490,Online,Tarjeta débito,ARS,2024,4
5228,2024-11-30,448,5,1,1099,1,162660,162660,Campo,Tarjeta débito,USD,2024,11
5229,2023-06-16,225,40,4,1021,4,337600,1350400,Campo,Efectivo,ARS,2023,6
5230,2024-04-17,386,33,4,1108,1,2903690,2903690,Mostrador,Cheque,USD,2024,4
5231,2024-06-30,689,47,1,1053,4,430210,1720840,Online,Tarjeta crédito,USD,2024,6
5232,2023-12-10,96,37,3,1006,1,300180,300180,Teléfono,Transferencia,USD,2023,12
5233,2024-08-09,429,46,4,1231,1,310290,310290,Online,Transferencia,ARS,2024,8
5234,2023-12-07,17,28,2,1082,3,3257260,9771780,Teléfono,Tarjeta débito,USD,2023,12
5235,2024-01-06,28,5,1,1217,1,4889810,4889810,Mostrador,Tarjeta débito,ARS,2024,1
5236,2023-01-09,126,34,2,1226,3,5942690,17828070,Campo,Efectivo,USD,2023,1
5237,2024-07-29,813,21,1,1047,5,387720,1938600,Online,Cheque,USD,2024,7
5238,2024-06-26,785,18,3,1241,1,4385430,4385430,Mostrador,Efectivo,ARS,2024,6
5239,2023-02-12,187,2,1,1178,1,246330,246330,Teléfono,Efectivo,ARS,2023,2
5240,2023-11-25,142,30,1,1082,1,2367430,2367430,Campo,Transferencia,USD,2023,11
5241,2024-12-26,372,46,4,1287,1,40360,40360,Campo,Efectivo,USD,2024,12
5242,2023-12-10,138,45,2,1192,1,36800,36800,Teléfono,Tarjeta crédito,ARS,2023,12
5243,2024-01-03,994,56,2,1143,2,2644150,5288300,Mostrador,Tarjeta crédito,ARS,2024,1
5244,2024-12-07,974,57,4,1084,1,261650,261650,Campo,Transferencia,ARS,2024,12
5245,2024-08-26,337,15,1,1279,4,1957460,7829840,Campo,Transferencia,USD,2024,8
5246,2024-03-31,741,20,1,1041,1,3032400,3032400,Teléfono,Efectivo,USD,2024,3
5247,2024-11-06,214,9,4,1271,5,1979820,9899100,Campo,Tarjeta débito,ARS,2024,11
5248,2024-11-24,786,21,1,1087,4,120870,483480,Teléfono,Transferencia,ARS,2024,11
5249,2023-12-20,291,38,4,1003,1,2322200,2322200,Teléfono,Transferencia,USD,2023,12
5250,2023-12-25,58,5,1,1211,1,28550,28550,Online,Transferencia,ARS,2023,12
5251,2023-11-30,371,5,1,1001,1,114180,114180,Online,Transferencia,USD,2023,11
5252,2024-12-22,530,22,2,1075,1,53420,53420,Campo,Cheque,USD,2024,12
5253,2024-08-04,692,49,1,1231,1,1718530,1718530,Mostrador,Transferencia,USD,2024,8
5254,2023-04-02,158,9,4,1076,2,30790,61580,Online,Tarjeta débito,USD,2023,4
5255,2024-11-24,768,42,3,1260,1,285910,285910,Campo,Efectivo,ARS,2024,11
5256,2023-12-26,37,25,4,1025,5,2770170,13850850,Mostrador,Tarjeta crédito,USD,2023,12
5257,2023-03-17,296,13,4,1200,4,4920710,19682840,Campo,Tarjeta débito,USD,2023,3
5258,2024-02-25,774,32,1,1094,3,4028400,12085200,Mostrador,Cheque,ARS,2024,2
5259,2023-12-09,79,53,4,1108,3,6147910,18443730,Mostrador,Cheque,ARS,2023,12
5260,2024-11-28,419,58,3,1095,1,167230,167230,Campo,Cheque,ARS,2024,11
5261,2023-08-12,154,9,4,1091,4,6459780,25839120,Online,Cheque,ARS,2023,8
5262,2024-11-14,361,40,4,1044,5,148760,743800,Teléfono,Cheque,ARS,2024,11
5263,2024-03-04,859,31,3,1023,2,146010,292020,Teléfono,Transferencia,USD,2024,3
5264,2023-03-01,158,48,2,1190,4,1673060,6692240,Campo,Transferencia,ARS,2023,3
5265,2024-12-24,75,23,3,1023,3,339080,1017240,Campo,Tarjeta crédito,ARS,2024,12
5266,2024-01-15,372,2,1,1234,5,248890,1244450,Online,Cheque,ARS,2024,1
5267,2023-11-04,378,21,1,1186,4,36050,144200,Mostrador,Efectivo,ARS,2023,11
5268,2023-12-23,55,23,3,1026,3,5830020,17490060,Online,Transferencia,USD,2023,12
5269,2024-11-23,718,35,1,1103,1,85870,85870,Mostrador,Cheque,USD,2024,11
5270,2023-11-08,215,5,1,1063,1,159110,159110,Online,Transferencia,USD,2023,11
5271,2023-07-31,9,52,1,1103,3,1812630,5437890,Campo,Tarjeta crédito,USD,2023,7
5272,2023-05-22,106,3,3,1116,5,333400,1667000,Teléfono,Tarjeta débito,ARS,2023,5
5273,2023-11-06,318,5,1,1189,5,4821390,24106950,Mostrador,Efectivo,USD,2023,11
5274,2024-11-01,367,40,4,1285,3,246690,740070,Online,Tarjeta crédito,ARS,2024,11
5275,2023-12-24,245,16,1,1189,5,3048290,15241450,Mostrador,Cheque,USD,2023,12
5276,2023-09-07,307,8,2,1069,1,2716330,2716330,Teléfono,Tarjeta crédito,USD,2023,9
5277,2023-07-02,103,47,1,1114,4,4930570,19722280,Campo,Efectivo,ARS,2023,7
5278,2023-11-16,275,18,3,1104,4,365680,1462720,Mostrador,Tarjeta débito,ARS,2023,11
5279,2024-12-15,325,19,1,1108,1,3808950,3808950,Mostrador,Cheque,ARS,2024,12
5280,2023-11-19,373,25,4,1133,4,299400,1197600,Teléfono,Cheque,USD,2023,11
5281,2024-12-28,338,46,4,1021,1,2898170,2898170,Teléfono,Cheque,USD,2024,12
5282,2023-12-28,379,40,4,1266,4,72450,289800,Online,Tarjeta crédito,USD,2023,12
5283,2023-07-16,33,57,4,1298,2,2449060,4898120,Teléfono,Tarjeta crédito,USD,2023,7
5284,2024-12-02,108,22,2,1209,5,201300,1006500,Teléfono,Efectivo,ARS,2024,12
5285,2023-12-21,269,55,2,1170,5,1727420,8637100,Online,Transferencia,ARS,2023,12
5286,2024-08-18,945,6,4,1194,1,93930,93930,Campo,Efectivo,ARS,2024,8
5287,2024-12-27,73,38,4,1048,1,290920,290920,Mostrador,Efectivo,USD,2024,12
5288,2023-02-25,346,27,4,1123,1,238990,238990,Mostrador,Cheque,USD,2023,2
5289,2023-04-17,181,53,4,1177,5,63390,316950,Mostrador,Transferencia,ARS,2023,4
5290,2024-08-30,897,53,4,1004,3,2056980,6170940,Online,Tarjeta débito,ARS,2024,8
5291,2023-11-02,268,15,1,1188,1,44130,44130,Teléfono,Cheque,ARS,2023,11
5292,2023-07-22,152,25,4,1131,1,4983780,4983780,Online,Tarjeta crédito,ARS,2023,7
5293,2023-02-13,385,46,4,1029,4,399540,1598160,Online,Efectivo,USD,2023,2
5294,2023-01-24,68,33,4,1086,3,203960,611880,Mostrador,Efectivo,USD,2023,1
5295,2024-10-28,903,14,1,1047,1,231190,231190,Online,Tarjeta crédito,ARS,2024,10
5296,2023-05-28,372,36,4,1077,1,2415270,2415270,Teléfono,Tarjeta débito,ARS,2023,5
5297,2023-12-23,348,36,4,1298,1,6222550,6222550,Campo,Tarjeta crédito,USD,2023,12
5298,2024-04-26,997,51,1,1191,5,22300,111500,Online,Tarjeta crédito,ARS,2024,4
5299,2023-12-12,197,11,3,1031,1,2084230,2084230,Teléfono,Tarjeta débito,ARS,2023,12
5300,2023-01-30,295,19,1,1202,3,165200,495600,Online,Tarjeta débito,ARS,2023,1
5301,2024-11-02,32,13,4,1169,3,5087420,15262260,Online,Cheque,USD,2024,11
5302,2023-01-12,108,26,2,1036,1,297600,297600,Mostrador,Tarjeta débito,USD,2023,1
5303,2024-10-14,79,21,1,1245,4,434170,1736680,Campo,Transferencia,ARS,2024,10
5304,2024-12-02,259,32,1,1188,4,246690,986760,Campo,Efectivo,USD,2024,12
5305,2023-12-13,366,29,3,1015,2,1750880,3501760,Teléfono,Efectivo,ARS,2023,12
5306,2024-02-09,175,51,1,1039,1,119040,119040,Teléfono,Transferencia,USD,2024,2
5307,2023-12-25,367,29,3,1216,3,201300,603900,Online,Tarjeta débito,ARS,2023,12
5308,2023-12-01,15,13,4,1158,1,5168520,5168520,Mostrador,Tarjeta débito,USD,2023,12
5309,2024-12-01,51,13,4,1155,1,118890,118890,Mostrador,Tarjeta débito,ARS,2024,12
5310,2024-12-02,107,35,1,1241,1,6094420,6094420,Mostrador,Transferencia,ARS,2024,12
5311,2023-11-17,210,6,4,1296,2,3808950,7617900,Teléfono,Cheque,ARS,2023,11
5312,2024-05-06,469,36,4,1045,1,3628370,3628370,Teléfono,Efectivo,USD,2024,5
5313,2024-12-11,202,2,1,1175,4,41130,164520,Online,Cheque,USD,2024,12
5314,2024-12-21,789,43,1,1131,4,4467880,17871520,Online,Tarjeta débito,ARS,2024,12
5315,2024-01-11,218,52,1,1056,1,339050,339050,Mostrador,Efectivo,USD,2024,1
5316,2023-12-19,41,6,4,1054,1,2502420,2502420,Campo,Cheque,USD,2023,12
5317,2023-11-01,376,20,1,1143,1,2673760,2673760,Online,Tarjeta crédito,ARS,2023,11
5318,2024-12-20,771,20,1,1265,1,249020,249020,Campo,Tarjeta débito,ARS,2024,12
5319,2023-06-06,385,13,4,1239,1,20150,20150,Teléfono,Tarjeta débito,USD,2023,6
5320,2024-03-29,917,18,3,1066,5,3838540,19192700,Mostrador,Efectivo,USD,2024,3
5321,2023-11-02,203,9,4,1108,5,136720,683600,Campo,Tarjeta débito,ARS,2023,11
5322,2023-11-01,336,33,4,1198,1,200490,200490,Online,Transferencia,ARS,2023,11
5323,2023-12-06,99,15,1,1214,2,296350,592700,Online,Efectivo,USD,2023,12
5324,2024-12-31,661,38,4,1246,3,27040,81120,Online,Tarjeta crédito,ARS,2024,12
5325,2023-03-02,105,51,1,1038,4,317990,1271960,Teléfono,Efectivo,ARS,2023,3
5326,2024-03-27,203,34,2,1173,1,3274000,3274000,Online,Transferencia,ARS,2024,3
5327,2023-04-01,95,58,3,1105,1,5725930,5725930,Campo,Transferencia,USD,2023,4
5328,2023-06-19,177,52,1,1040,1,3175540,3175540,Campo,Cheque,ARS,2023,6
5329,2023-12-15,65,13,4,1130,1,2374780,2374780,Mostrador,Tarjeta crédito,ARS,2023,12
5330,2024-01-12,553,56,2,1181,1,2145390,2145390,Mostrador,Efectivo,USD,2024,1
5331,2023-10-11,224,49,1,1194,3,285200,855600,Campo,Tarjeta crédito,ARS,2023,10
5332,2023-11-11,67,38,4,1258,1,150180,150180,Teléfono,Efectivo,USD,2023,11
5333,2023-04-06,380,18,3,1289,1,399540,399540,Teléfono,Tarjeta débito,ARS,2023,4
5334,2023-11-08,255,6,4,1143,3,194390,583170,Mostrador,Tarjeta débito,USD,2023,11
5335,2024-12-22,992,59,2,1059,1,2782140,2782140,Mostrador,Transferencia,ARS,2024,12
5336,2024-12-16,298,6,4,1026,1,223710,223710,Mostrador,Tarjeta crédito,ARS,2024,12
5337,2023-11-16,69,32,1,1103,5,48710,243550,Mostrador,Tarjeta débito,USD,2023,11
5338,2024-03-19,953,20,1,1021,1,148810,148810,Online,Transferencia,ARS,2024,3
5339,2024-12-07,171,59,2,1080,4,125220,500880,Teléfono,Cheque,USD,2024,12
5340,2023-01-07,101,2,1,1079,5,5402830,27014150,Teléfono,Tarjeta crédito,ARS,2023,1
5341,2024-11-10,652,1,4,1199,3,128930,386790,Mostrador,Efectivo,ARS,2024,11
5342,2024-12-17,718,2,1,1230,2,2419730,4839460,Mostrador,Tarjeta crédito,ARS,2024,12
5343,2023-04-11,320,19,1,1037,1,357540,357540,Mostrador,Transferencia,ARS,2023,4
5344,2023-06-27,364,15,1,1014,1,456740,456740,Online,Transferencia,ARS,2023,6
5345,2024-12-21,819,57,4,1221,1,1589130,1589130,Online,Tarjeta crédito,USD,2024,12
5346,2024-02-11,73,25,4,1166,5,2228320,11141600,Teléfono,Transferencia,USD,2024,2
5347,2023-01-16,60,49,1,1173,1,209970,209970,Campo,Transferencia,USD,2023,1
5348,2023-10-10,336,44,3,1150,1,5588690,5588690,Mostrador,Tarjeta débito,USD,2023,10
5349,2023-12-18,156,51,1,1172,5,4436780,22183900,Teléfono,Tarjeta crédito,USD,2023,12
5350,2024-07-31,124,3,3,1081,4,269110,1076440,Online,Tarjeta débito,ARS,2024,7
5351,2024-09-13,455,15,1,1285,1,3977430,3977430,Teléfono,Tarjeta crédito,ARS,2024,9
5352,2024-12-30,14,26,2,1225,3,317500,952500,Online,Cheque,ARS,2024,12
5353,2023-11-03,264,10,3,1035,2,312460,624920,Teléfono,Cheque,USD,2023,11
5354,2024-02-12,27,1,4,1188,3,405880,1217640,Online,Transferencia,ARS,2024,2
5355,2024-02-07,757,47,1,1224,1,25950,25950,Teléfono,Tarjeta crédito,ARS,2024,2
5356,2023-12-06,50,33,4,1131,1,5167810,5167810,Online,Efectivo,USD,2023,12
5357,2023-07-05,187,12,3,1026,1,4731070,4731070,Online,Efectivo,ARS,2023,7
5358,2024-12-25,57,4,4,1009,4,2302660,9210640,Teléfono,Transferencia,ARS,2024,12
5359,2024-11-21,771,43,1,1069,4,139710,558840,Online,Tarjeta crédito,USD,2024,11
5360,2023-12-31,155,47,1,1028,5,76430,382150,Campo,Transferencia,USD,2023,12
5361,2024-04-23,990,13,4,1234,1,1589130,1589130,Teléfono,Efectivo,ARS,2024,4
5362,2023-09-07,34,30,1,1031,1,4988600,4988600,Online,Efectivo,USD,2023,9
5363,2024-02-18,538,20,1,1068,4,2392200,9568800,Teléfono,Tarjeta crédito,ARS,2024,2
5364,2024-08-02,762,15,1,1232,1,344400,344400,Mostrador,Tarjeta débito,USD,2024,8
5365,2024-01-18,997,13,4,1242,4,293230,1172920,Campo,Cheque,ARS,2024,1
5366,2024-12-29,936,21,1,1054,1,258800,258800,Campo,Transferencia,USD,2024,12
5367,2024-05-02,371,40,4,1175,1,261010,261010,Campo,Cheque,USD,2024,5
5368,2023-11-26,86,59,2,1298,1,6566210,6566210,Mostrador,Tarjeta crédito,USD,2023,11
5369,2024-10-26,160,16,1,1279,1,291340,291340,Teléfono,Cheque,USD,2024,10
5370,2023-07-06,386,52,1,1086,5,4470750,22353750,Campo,Transferencia,USD,2023,7
5371,2023-11-30,367,43,1,1065,2,63170,126340,Mostrador,Transferencia,ARS,2023,11
5372,2023-11-20,200,18,3,1089,3,55340,166020,Mostrador,Cheque,USD,2023,11
5373,2023-12-13,106,53,4,1054,1,5128140,5128140,Teléfono,Tarjeta crédito,USD,2023,12
5374,2024-11-02,391,54,2,1118,1,6339270,6339270,Mostrador,Tarjeta crédito,ARS,2024,11
5375,2023-12-27,275,19,1,1229,1,383280,383280,Mostrador,Tarjeta crédito,ARS,2023,12
5376,2024-11-05,289,42,3,1267,2,35120,70240,Teléfono,Tarjeta débito,ARS,2024,11
5377,2024-03-25,258,40,4,1155,1,1809960,1809960,Mostrador,Tarjeta crédito,ARS,2024,3
5378,2023-11-18,220,13,4,1022,3,1523540,4570620,Campo,Tarjeta crédito,USD,2023,11
5379,2024-11-09,974,1,4,1247,1,2713560,2713560,Campo,Cheque,USD,2024,11
5380,2023-09-19,15,15,1,1084,1,3562170,3562170,Campo,Transferencia,USD,2023,9
5381,2023-09-04,21,6,4,1020,5,3334810,16674050,Online,Cheque,USD,2023,9
5382,2024-01-06,846,5,1,1184,5,35120,175600,Online,Efectivo,ARS,2024,1
5383,2023-10-14,59,20,1,1128,5,4239600,21198000,Campo,Tarjeta débito,USD,2023,10
5384,2023-01-10,360,53,4,1050,2,3344030,6688060,Online,Efectivo,USD,2023,1
5385,2024-06-12,594,53,4,1090,1,318200,318200,Campo,Tarjeta débito,USD,2024,6
5386,2024-01-13,630,23,3,1104,1,276720,276720,Teléfono,Tarjeta crédito,ARS,2024,1
5387,2023-12-17,113,51,1,1194,3,67070,201210,Teléfono,Cheque,ARS,2023,12
5388,2024-12-22,807,21,1,1074,1,78070,78070,Teléfono,Tarjeta débito,USD,2024,12
5389,2024-03-19,276,54,2,1269,1,37810,37810,Mostrador,Transferencia,USD,2024,3
5390,2024-11-24,257,13,4,1015,2,279620,559240,Teléfono,Cheque,ARS,2024,11
5391,2023-06-02,329,51,1,1214,4,423290,1693160,Campo,Tarjeta débito,USD,2023,6
5392,2024-03-17,777,1,4,1283,1,3454340,3454340,Teléfono,Cheque,ARS,2024,3
5393,2024-11-25,235,19,1,1198,1,3402730,3402730,Campo,Tarjeta crédito,USD,2024,11
5394,2024-04-01,51,25,4,1204,4,2221380,8885520,Campo,Tarjeta crédito,USD,2024,4
5395,2024-08-27,678,40,4,1195,4,118390,473560,Campo,Tarjeta crédito,USD,2024,8
5396,2023-11-27,231,21,1,1036,1,20400,20400,Teléfono,Transferencia,USD,2023,11
5397,2023-04-12,221,47,1,1205,1,182110,182110,Campo,Cheque,ARS,2023,4
5398,2023-12-20,271,38,4,1249,3,48710,146130,Online,Efectivo,USD,2023,12
5399,2023-12-03,84,8,2,1139,4,200480,801920,Campo,Efectivo,USD,2023,12
5400,2024-11-25,230,40,4,1264,3,64190,192570,Mostrador,Efectivo,USD,2024,11
5401,2023-09-25,297,37,3,1057,2,1931650,3863300,Teléfono,Cheque,USD,2023,9
5402,2024-12-22,222,47,1,1110,1,148140,148140,Mostrador,Tarjeta crédito,USD,2024,12
5403,2024-12-20,943,25,4,1174,1,4454760,4454760,Campo,Efectivo,ARS,2024,12
5404,2023-09-29,154,2,1,1206,1,2869790,2869790,Campo,Tarjeta débito,ARS,2023,9
5405,2023-11-20,54,36,4,1225,5,72820,364100,Teléfono,Cheque,ARS,2023,11
5406,2024-12-03,631,21,1,1064,1,2903690,2903690,Mostrador,Efectivo,ARS,2024,12
5407,2024-12-22,710,38,4,1252,1,4891480,4891480,Teléfono,Transferencia,ARS,2024,12
5408,2023-12-16,273,2,1,1267,3,241230,723690,Mostrador,Efectivo,USD,2023,12
5409,2023-11-13,198,52,1,1201,1,291720,291720,Teléfono,Tarjeta crédito,ARS,2023,11
5410,2024-01-30,128,21,1,1062,1,4889810,4889810,Mostrador,Tarjeta débito,ARS,2024,1
5411,2024-07-25,604,53,4,1093,5,4285250,21426250,Mostrador,Efectivo,ARS,2024,7
5412,2023-10-28,9,17,3,1183,4,4084250,16337000,Mostrador,Tarjeta crédito,USD,2023,10
5413,2024-09-16,987,53,4,1300,1,6203960,6203960,Mostrador,Cheque,ARS,2024,9
5414,2023-02-26,227,19,1,1214,1,4788250,4788250,Online,Efectivo,USD,2023,2
5415,2023-02-24,46,9,4,1142,1,3838160,3838160,Campo,Transferencia,ARS,2023,2
5416,2023-11-30,134,36,4,1083,1,2336880,2336880,Mostrador,Tarjeta crédito,USD,2023,11
5417,2023-11-21,16,30,1,1099,5,424580,2122900,Teléfono,Tarjeta crédito,ARS,2023,11
5418,2023-11-11,215,47,1,1281,5,36670,183350,Mostrador,Tarjeta débito,ARS,2023,11
5419,2023-12-29,112,54,2,1102,1,3105520,3105520,Campo,Tarjeta débito,USD,2023,12
5420,2023-11-12,343,49,1,1214,1,27260,27260,Campo,Tarjeta débito,ARS,2023,11
5421,2023-07-30,157,2,1,1071,4,3950810,15803240,Online,Cheque,ARS,2023,7
5422,2023-11-09,318,46,4,1242,1,323610,323610,Campo,Efectivo,USD,2023,11
5423,2024-12-25,360,30,1,1266,2,4166150,8332300,Mostrador,Transferencia,ARS,2024,12
5424,2023-12-07,376,6,4,1130,4,152140,608560,Campo,Efectivo,ARS,2023,12
5425,2023-12-16,390,46,4,1060,4,3920930,15683720,Online,Cheque,USD,2023,12
5426,2024-03-25,296,10,3,1085,4,248740,994960,Online,Transferencia,USD,2024,3
5427,2024-12-27,198,12,3,1119,3,360930,1082790,Campo,Cheque,USD,2024,12
5428,2023-09-23,58,15,1,1263,1,334000,334000,Teléfono,Cheque,USD,2023,9
5429,2024-07-18,398,36,4,1104,2,82900,165800,Teléfono,Cheque,ARS,2024,7
5430,2024-08-25,590,15,1,1021,1,5402830,5402830,Teléfono,Cheque,ARS,2024,8
5431,2024-04-28,242,17,3,1097,1,243690,243690,Online,Transferencia,USD,2024,4
5432,2023-04-08,367,25,4,1212,1,5447010,5447010,Online,Efectivo,ARS,2023,4
5433,2024-07-13,611,3,3,1001,4,5614770,22459080,Online,Tarjeta débito,ARS,2024,7
5434,2023-03-12,6,53,4,1203,1,422700,422700,Teléfono,Efectivo,USD,2023,3
5435,2024-04-15,791,8,2,1128,1,6088190,6088190,Online,Efectivo,USD,2024,4
5436,2024-09-20,318,52,1,1244,2,2301260,4602520,Campo,Efectivo,USD,2024,9
5437,2023-08-20,212,6,4,1132,2,6191670,12383340,Campo,Tarjeta crédito,USD,2023,8
5438,2024-11-18,273,15,1,1034,2,160240,320480,Online,Transferencia,ARS,2024,11
5439,2023-02-03,84,13,4,1087,3,2062360,6187080,Teléfono,Efectivo,ARS,2023,2
5440,2024-11-19,624,47,1,1032,4,29570,118280,Mostrador,Cheque,ARS,2024,11
5441,2023-12-21,198,38,4,1259,3,2757560,8272680,Teléfono,Transferencia,ARS,2023,12
5442,2023-08-27,360,32,1,1119,4,426000,1704000,Mostrador,Efectivo,ARS,2023,8
5443,2023-05-27,381,22,2,1252,5,1798930,8994650,Teléfono,Efectivo,ARS,2023,5
5444,2024-12-19,540,37,3,1033,1,2449060,2449060,Teléfono,Tarjeta débito,USD,2024,12
5445,2023-03-21,141,7,2,1286,4,201210,804840,Campo,Cheque,USD,2023,3
5446,2023-08-07,173,35,1,1216,3,324190,972570,Campo,Cheque,USD,2023,8
5447,2023-11-20,20,55,2,1049,3,221820,665460,Campo,Transferencia,USD,2023,11
5448,2024-05-12,954,51,1,1286,1,2684080,2684080,Campo,Tarjeta crédito,USD,2024,5
5449,2024-02-19,977,21,1,1082,4,5120190,20480760,Teléfono,Tarjeta crédito,ARS,2024,2
5450,2023-05-18,117,21,1,1144,2,132020,264040,Online,Cheque,ARS,2023,5
5451,2023-11-04,54,12,3,1280,1,4170040,4170040,Mostrador,Tarjeta crédito,USD,2023,11
5452,2023-09-19,227,51,1,1092,1,72250,72250,Online,Transferencia,ARS,2023,9
5453,2023-08-23,109,27,4,1224,2,4983780,9967560,Campo,Cheque,ARS,2023,8
5454,2023-12-07,231,26,2,1217,1,394400,394400,Mostrador,Tarjeta débito,ARS,2023,12
5455,2024-08-12,320,49,1,1156,2,3949520,7899040,Campo,Tarjeta crédito,USD,2024,8
5456,2023-08-27,308,22,2,1277,4,4161680,16646720,Online,Transferencia,ARS,2023,8
5457,2023-11-25,229,27,4,1008,1,301000,301000,Campo,Efectivo,ARS,2023,11
5458,2023-12-02,299,49,1,1036,1,259380,259380,Campo,Tarjeta débito,USD,2023,12
5459,2024-12-25,87,25,4,1124,1,349140,349140,Online,Tarjeta débito,ARS,2024,12
5460,2024-12-19,786,7,2,1009,1,1809960,1809960,Online,Transferencia,ARS,2024,12
5461,2024-11-07,228,30,1,1040,3,324830,974490,Campo,Transferencia,USD,2024,11
5462,2023-09-23,340,46,4,1179,1,5307400,5307400,Mostrador,Transferencia,USD,2023,9
5463,2023-03-16,310,5,1,1129,2,45950,91900,Campo,Efectivo,USD,2023,3
5464,2023-11-11,316,47,1,1068,5,202450,1012250,Online,Efectivo,USD,2023,11
5465,2023-10-20,379,6,4,1154,1,3640940,3640940,Campo,Tarjeta crédito,USD,2023,10
5466,2024-01-08,583,11,3,1003,1,4291050,4291050,Online,Transferencia,USD,2024,1
5467,2024-11-01,740,33,4,1265,2,51650,103300,Teléfono,Tarjeta crédito,USD,2024,11
5468,2024-11-23,385,44,3,1004,5,123820,619100,Mostrador,Tarjeta débito,USD,2024,11
5469,2024-11-19,113,9,4,1262,3,3248300,9744900,Online,Efectivo,ARS,2024,11
5470,2023-11-23,293,53,4,1214,1,250270,250270,Online,Tarjeta débito,ARS,2023,11
5471,2024-07-24,305,47,1,1282,5,39490,197450,Online,Transferencia,USD,2024,7
5472,2023-11-10,291,38,4,1085,3,265230,795690,Teléfono,Cheque,USD,2023,11
5473,2023-03-08,105,10,3,1109,4,3601050,14404200,Online,Transferencia,USD,2023,3
5474,2024-08-09,963,16,1,1035,2,124570,249140,Teléfono,Tarjeta débito,ARS,2024,8
5475,2023-01-11,291,8,2,1114,1,4551250,4551250,Campo,Efectivo,USD,2023,1
5476,2023-12-07,9,32,1,1059,4,150010,600040,Campo,Tarjeta crédito,ARS,2023,12
5477,2023-11-15,165,40,4,1038,3,266860,800580,Mostrador,Tarjeta débito,ARS,2023,11
5478,2024-07-31,60,56,2,1033,2,311010,622020,Online,Tarjeta débito,ARS,2024,7
5479,2024-10-19,312,33,4,1203,5,38860,194300,Online,Transferencia,ARS,2024,10
5480,2023-11-08,106,51,1,1202,2,154560,309120,Mostrador,Cheque,USD,2023,11
5481,2024-11-10,623,11,3,1100,3,157380,472140,Campo,Efectivo,USD,2024,11
5482,2023-11-05,89,49,1,1085,1,387260,387260,Online,Tarjeta débito,ARS,2023,11
5483,2023-12-17,268,3,3,1287,1,202300,202300,Campo,Efectivo,ARS,2023,12
5484,2024-09-06,742,6,4,1118,3,3944840,11834520,Teléfono,Cheque,USD,2024,9
5485,2024-07-31,839,6,4,1243,1,1852020,1852020,Campo,Transferencia,USD,2024,7
5486,2024-12-28,583,9,4,1029,1,318240,318240,Teléfono,Transferencia,USD,2024,12
5487,2023-09-05,119,53,4,1227,1,3539110,3539110,Campo,Transferencia,USD,2023,9
5488,2024-06-27,900,52,1,1127,1,2107630,2107630,Mostrador,Tarjeta débito,ARS,2024,6
5489,2024-04-30,445,21,1,1213,2,283320,566640,Mostrador,Tarjeta débito,USD,2024,4
5490,2024-12-08,429,36,4,1187,1,116310,116310,Online,Cheque,USD,2024,12
5491,2023-06-21,351,7,2,1113,5,314110,1570550,Teléfono,Tarjeta débito,USD,2023,6
5492,2024-10-03,946,2,1,1299,5,429580,2147900,Campo,Cheque,ARS,2024,10
5493,2024-03-16,306,34,2,1161,3,310190,930570,Teléfono,Tarjeta crédito,USD,2024,3
5494,2023-10-29,103,2,1,1019,1,375800,375800,Mostrador,Tarjeta crédito,USD,2023,10
5495,2023-12-25,202,43,1,1264,5,443410,2217050,Mostrador,Efectivo,USD,2023,12
5496,2023-11-16,23,13,4,1159,1,136600,136600,Campo,Transferencia,ARS,2023,11
5497,2024-03-28,90,49,1,1011,5,349440,1747200,Online,Efectivo,USD,2024,3
5498,2024-12-01,471,43,1,1008,1,143310,143310,Teléfono,Cheque,ARS,2024,12
5499,2024-03-17,93,2,1,1153,1,148480,148480,Campo,Cheque,ARS,2024,3
5500,2024-05-24,776,53,4,1113,1,3226370,3226370,Online,Tarjeta crédito,ARS,2024,5
5501,2024-01-22,979,33,4,1148,4,247230,988920,Campo,Cheque,ARS,2024,1
5502,2023-02-26,285,46,4,1038,3,4161610,12484830,Campo,Efectivo,ARS,2023,2
5503,2023-09-13,171,16,1,1135,2,156330,312660,Campo,Efectivo,ARS,2023,9
